X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
284	1140	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	17.975352602782554
288	1124	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	17.996272502735657
298	1120	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.041494090980148
290	1098	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.01027153353134
308	1094	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.091041222448023
316	1080	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.129341941535095
300	1076	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.059032202594967
320	1076	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.147902454275442
318	1118	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.13075757386275
324	1128	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.15545249335626
322	1138	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.144599312177583
342	1136	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.233862795060183
352	1138	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.277904689698296
340	1122	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.227728388307018
342	1102	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.240547725496327
360	1104	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.320137720806628
362	1092	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.33138413318743
376	1098	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.392413615757388
388	1094	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.446522229169922
376	1074	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.397132390182897
400	1090	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.50063084258246
416	1092	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.571333812724713
428	1114	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.620330420509614
410	1128	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.537594575582304
404	1130	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.510540268876035
400	1132	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.492372987337816
386	1128	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.430950273565735
374	1136	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.376055197748943
384	1146	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.418524167578553
484	1070	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.877818211661715
580	1066	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	19.30518188213225
420	1126	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.582422932624667
350	1080	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.280421369391902
340	1078	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.23637947475379
