X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
109	1036	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.731045078096805
112	1044	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.74378905182418
115	1061	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.75574556210034
114	1070	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.750476784902606
111	1076	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.736507868028898
125	1079	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.798983772663128
118	1096	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.766127145474073
124	1104	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.792315060441013
145	1093	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.88738510444723
143	1063	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.8810473551249
140	1050	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.868740861092643
141	1027	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.87523458143671
154	1037	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.932616700751254
163	1051	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	17.971723581323616
173	1098	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.012424409654713
191	1098	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.093088057092103
194	1091	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.107144469904835
184	1089	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.062506324317667
185	1081	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.067687605576378
184	1055	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.065481186244472
196	1033	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.121181861861256
177	1035	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.035861908799298
211	1030	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.188664055876153
208	1052	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.173295203978064
215	1059	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.204051928630548
230	1057	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.27144662670642
238	1045	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.308347087946878
223	1081	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.2379775279442
240	1099	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.312584934732637
263	1099	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.415655150902637
290	1089	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.537525581448957
291	1093	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.541656911439382
278	1070	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.48541223933215
262	1071	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.41362372344878
233	1071	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.283665624799653
280	1059	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.49533732215445
261	1051	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.41089232848273
283	1048	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.50974371872328
277	1031	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.484343267207553
264	1038	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.425473716929606
380	1054	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	18.943906176501734
426	1056	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	19.14987161696368
424	1035	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	19.142746404190135
400	1090	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	19.03038259762731
991	1026	re1_2	NA	wMel	2	k	10_30	53	23.6	homemade	25'C	7-10	30_07_20	21.6844387619191
