X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
138	770	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.592854298784562
134	764	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.575268510552963
118	746	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.502746138911977
132	748	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.571197256985418
112	728	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.479636284636445
128	716	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.563054749850323
146	718	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.65127087486994
170	742	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.761144041688706
170	750	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.758238416735935
186	764	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.832213600853304
184	738	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.831774378476723
194	750	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.876828458413016
168	716	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.760704819312124
206	740	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.93975551044252
220	756	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.00312178484861
210	722	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.96605817353244
204	706	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.94222191301871
236	728	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.09235149996803
236	708	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.09961556234996
262	704	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.229540919976518
278	718	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.303516104093887
290	744	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.35336784383592
280	748	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.30250251399408
292	712	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.374872847120095
302	712	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.424285364485545
318	700	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.507703829699423
324	714	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.532266496451346
348	720	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.648677319413846
368	728	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.744596729191976
344	740	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.621648250085737
316	752	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.47893476403332
360	700	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.715236402634318
380	710	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.810429406174254
438	702	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	19.099927631846636
866	634	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	21.239481187186477
1284	634	re17_gfr_4	NA	rif_treated	3	z	16_00	47	24.8	homemade	25'C	7-10	31_07_20	23.304924413062306
